fold,val_accuracy,auc,f1,inference_time,training_time
1,0.9210526347160339,0.9458012198415839,0.8993135011441648,0.009464916131251437,2245.712686061859
Avg,0.9210526347160339,0.9458012198415839,0.8993135011441648,0.009464916131251437,2245.712686061859
