timestamp,session_time,Fp1,Fp2,C3,C4,P7,P8,O1,O2,EMG,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz
1749632490.77476,34.295,-3450.7404652375535,-3467.3813579835128,-3446.431247837096,-326.96449295753155,-3480.6891764776915,-3446.9123255505947,-3459.9653676856,-3453.5320148357173,2151,16372.0,14912.0,14512.0,-6792.0,8720.0,-16928.0,-3488.0,-268.0,-1792.0,-479.0,1180.0,1854.0,1077.0,3081.0,342.0,215.0,205.0,-129.0
1749632490.824325,34.345,-3449.100404870558,-3448.0658130277175,-3442.3603212666894,-325.9199098849189,-3479.521201717401,-3451.509789929961,-3459.900924253574,-3461.3946131044163,2152,16384.0,15244.0,14264.0,-6684.0,8880.0,-16988.0,-3532.0,-124.0,-2000.0,-476.0,1428.0,1839.0,1121.0,2178.0,-319.0,230.0,708.0,-308.0
1749632490.874049,34.395,-3451.0137253718044,-3447.627697602236,-3446.7174965700506,-327.4210921580901,-3481.912103001726,-3446.962281699453,-3460.1422124525566,-3454.290349175376,2149,16432.0,14464.0,14308.0,-6852.0,8312.0,-17336.0,-3400.0,-768.0,-2048.0,-495.0,2242.0,1812.0,1078.0,3930.0,251.0,267.0,-374.0,-126.0
1749632490.923475,34.444,-3451.093655209977,-3468.853565690346,-3442.0066317327774,-332.3867333545367,-3471.463274906668,-3455.4103660327632,-3458.4122310176176,-3463.934883273826,2156,16472.0,14504.0,13452.0,-6760.0,8240.0,-17436.0,-3384.0,-1308.0,-2552.0,-467.0,1234.0,1817.0,1095.0,3433.0,1103.0,201.0,-35.0,-303.0
1749632490.974324,34.495,-3453.179823986271,-3462.4691698663437,-3444.9045879280075,-333.1970220890072,-3472.2750623256043,-3451.6376776710367,-3461.6913526286307,-3459.1840535174674,2151,16464.0,14576.0,14756.0,-6896.0,8524.0,-17252.0,-3448.0,-932.0,-1784.0,-466.0,1195.0,1883.0,1074.0,3289.0,929.0,202.0,4.0,-197.0
1749632491.024775,34.545,-3450.1834541777916,-3453.6434170476696,-3441.990645765143,-326.34054065830003,-3477.808205373073,-3451.7226031240943,-3460.180678687176,-3461.2812126465096,2157,16472.0,15048.0,14428.0,-6680.0,8620.0,-17212.0,-3448.0,-28.0,-1948.0,-492.0,1181.0,1862.0,1089.0,3460.0,725.0,214.0,-134.0,-132.0
1749632491.0743098,34.595,-3451.658159692068,-3445.7948065006503,-3446.7334825376843,-326.77915564526984,-3481.6168621619777,-3446.6265763791293,-3460.096252795607,-3453.847737696497,2152,16596.0,14244.0,14608.0,-6780.0,7776.0,-17308.0,-3332.0,-1224.0,-1696.0,-470.0,3397.0,1835.0,1092.0,5653.0,499.0,256.0,-1436.0,-237.0
1749632491.124414,34.645,-3450.0031124804154,-3462.096496995866,-3441.6344584237886,-326.35602706444587,-3477.207732463805,-3452.0368273004083,-3460.3135620431376,-3461.8512123049754,2154,16396.0,14628.0,14552.0,-6756.0,8608.0,-17308.0,-3492.0,-572.0,-1764.0,-481.0,3259.0,1720.0,1084.0,4929.0,-229.0,237.0,-1139.0,72.0
1749632491.17451,34.695,-3451.4658285189666,-3456.747192576193,-3446.9462957318183,-326.4299621647551,-3482.2453105146064,-3446.4727114406483,-3459.93389531182,-3452.6627778455945,2148,16320.0,14636.0,10264.0,-6536.0,8500.0,-15364.0,-3620.0,-144.0,-4660.0,-481.0,1379.0,-3269.0,1092.0,2885.0,11042.0,365.0,139.0,-1543.0
1749632491.2238872,34.744,-3449.7778102490674,-3457.67787562941,-3441.7828281858956,-327.35165311117805,-3476.532824892738,-3452.8670984944224,-3460.0338076095354,-3462.178924641481,2155,16452.0,17716.0,8152.0,-6440.0,10216.0,-24792.0,-3452.0,2216.0,-2932.0,-464.0,654.0,13697.0,1094.0,3522.0,-19962.0,348.0,393.0,-12436.0
1749632491.2743628,34.795,-3450.1314997829795,-3460.838101606143,-3446.318346940678,-325.0127062216647,-3483.5726453897532,-3445.544026633385,-3459.8639567034193,-3451.6861351354282,2153,16448.0,16432.0,15368.0,-6684.0,10188.0,-18196.0,-3504.0,1016.0,-2012.0,-482.0,1173.0,2004.0,1085.0,5020.0,2844.0,236.0,-1173.0,1432.0
1749632491.324654,34.845,-3449.4790724788986,-3451.686634696917,-3441.6034856114966,-328.2838348488611,-3476.1306778944345,-3453.334188486241,-3459.7975150254383,-3462.63202691162,2150,16448.0,15240.0,14048.0,-6808.0,9272.0,-16980.0,-3432.0,152.0,-2264.0,-469.0,1201.0,1858.0,1058.0,3083.0,898.0,219.0,271.0,81.0
1749632491.374295,34.895,-3451.1885718928065,-3453.289227952269,-3445.2452888632165,-331.6104148012894,-3474.675455278212,-3450.343313854136,-3461.3591442387274,-3458.61455342049,2147,16636.0,8404.0,13944.0,-6664.0,6092.0,-17412.0,-3104.0,-6584.0,-2320.0,-474.0,-78.0,1859.0,1062.0,10075.0,907.0,176.0,-5060.0,-89.0
1749632491.424103,34.945,-3449.611456273372,-3464.121219709065,-3441.600488242565,-328.0495405107189,-3475.420301457679,-3453.630928010455,-3459.5891978847026,-3462.8578287044556,2155,16172.0,19364.0,14184.0,-5996.0,15012.0,-15816.0,-4524.0,1876.0,-420.0,-260.0,1146.0,682.0,1050.0,-14213.0,-1492.0,2021.0,14454.0,176.0
1749632491.473728,34.994,-3451.3324456015166,-3473.960083226572,-3445.680406919766,-331.02892522858684,-3475.1940001033545,-3449.6938839189866,-3461.1153582323022,-3456.7926526716537,2153,16552.0,15644.0,14472.0,-6908.0,8632.0,-17228.0,-3272.0,676.0,-1860.0,-502.0,1214.0,1868.0,1135.0,2825.0,1408.0,133.0,37.0,106.0
1749632491.524159,35.045,-3449.8547427183084,-3454.374775066945,-3441.5810053445102,-329.07214287783415,-3474.901756632538,-3454.118500023306,-3459.4028614494637,-3463.562709964837,2157,16528.0,16112.0,14088.0,-6652.0,7944.0,-16792.0,-3316.0,52.0,-1892.0,-494.0,1179.0,1889.0,1091.0,3966.0,387.0,28.0,-404.0,-375.0
1749632491.574765,35.095,-3451.30646840411,-3452.565363355322,-3445.863246424585,-330.94899539041467,-3476.059740163057,-3449.5784852151255,-3461.2437455348663,-3457.887691454612,2148,16484.0,15356.0,14988.0,-6684.0,8716.0,-17636.0,-3544.0,-192.0,-1048.0,-480.0,1305.0,1774.0,1077.0,3189.0,1020.0,219.0,-9.0,-138.0
1749632491.624247,35.145,-3449.9926216891554,-3465.0269246878534,-3441.5909965742817,-328.64851473552164,-3474.4896184044624,-3454.105011863114,-3460.024315941252,-3462.83185150705,2153,16528.0,13368.0,14736.0,-7080.0,8996.0,-12952.0,-3300.0,-712.0,-3424.0,-474.0,2293.0,7041.0,1095.0,6435.0,760.0,270.0,-531.0,-98.0
1749632491.674077,35.195,-3451.3134622649504,-3473.1198208027863,-3445.773325356641,-329.9533693436824,-3476.3929476759367,-3449.1338754902927,-3461.3201784426187,-3455.8644674258794,2146,16516.0,15352.0,14524.0,-6668.0,7288.0,-20628.0,-3420.0,-628.0,-1884.0,-543.0,1714.0,3901.0,1072.0,6965.0,-3371.0,-268.0,-2614.0,-567.0
1749632491.724512,35.245,-3450.094032671336,-3455.966877531037,-3441.614975525734,-329.90990749417637,-3473.843685399733,-3454.491172893783,-3459.570714109625,-3463.8394670295083,2155,16464.0,16040.0,12488.0,-6624.0,9576.0,-16216.0,-3436.0,584.0,-1952.0,-487.0,1223.0,-5103.0,1092.0,1724.0,245.0,45.0,-1378.0,-4504.0
1749632491.774271,35.295,-3451.4013850869396,-3451.259010062696,-3445.936681963406,-329.94637548284237,-3477.3670925786605,-3448.9790114288344,-3460.898048984772,-3457.09888386415,2150,16424.0,14420.0,16356.0,-6676.0,9284.0,-17048.0,-3436.0,-592.0,-2804.0,-469.0,1267.0,-859.0,1068.0,3839.0,-3778.0,260.0,34.0,-6135.0
1749632491.8247209,35.345,-3449.291736920683,-3458.9607495320734,-3443.2080771128035,-323.6329173902175,-3482.916221593764,-3449.590474690852,-3460.771659928162,-3459.4573136517183,2149,16496.0,16532.0,12872.0,-6748.0,9592.0,-15268.0,-3476.0,808.0,-7516.0,-506.0,3469.0,-1929.0,1057.0,3693.0,-8759.0,104.0,-5521.0,-14120.0
1749632491.8740082,35.395,-3451.171087240706,-3471.890899540889,-3446.0605732125728,-329.104114813103,-3477.422543903893,-3448.4090117703686,-3460.7052182501816,-3454.8418650587637,2147,16484.0,7316.0,12292.0,-6616.0,6724.0,-14104.0,-3560.0,-1236.0,-3956.0,-103.0,-2486.0,4244.0,1076.0,12920.0,-8844.0,150.0,11710.0,-8151.0
1749632491.9239879,35.445,-3449.183332077662,-3445.3092327337545,-3443.2710218603634,-324.3812605001045,-3482.4016732605305,-3449.981131774918,-3460.6542629783467,-3460.1247278004557,2154,16600.0,20232.0,12684.0,-7412.0,7572.0,-13196.0,-3004.0,4280.0,-4428.0,4276.0,-643.0,-4436.0,1075.0,2562.0,-8103.0,-879.0,37.0,-11087.0
1749632491.9739609,35.495,-3451.3284491096083,-3450.4557151890654,-3446.3098543953724,-329.49377277419245,-3478.8223151948823,-3448.288617451622,-3460.533369098111,-3455.610190628194,2152,16408.0,14368.0,9776.0,-6172.0,7612.0,-9876.0,-3552.0,-1424.0,-5632.0,1337.0,1479.0,3902.0,1082.0,4697.0,-1359.0,428.0,1017.0,480.0
1749632492.0244732,35.545,-3449.1793355857535,-3459.78652467269,-3442.970785405729,-324.5021543803399,-3481.662821818926,-3450.059063367136,-3460.618294551169,-3460.089758496256,2156,16368.0,15036.0,17292.0,-6532.0,8944.0,-12200.0,-3552.0,1656.0,-7116.0,-449.0,526.0,6903.0,1076.0,2340.0,2915.0,306.0,333.0,10341.0
1749632492.0738509,35.594,-3450.942787640427,-3469.703819343903,-3446.3718000199556,-328.69097746205057,-3478.817819141486,-3447.5512646944835,-3460.4444471531447,-3454.449709290231,2147,16452.0,14632.0,10800.0,-6792.0,8432.0,-14656.0,-3392.0,772.0,-5512.0,-456.0,987.0,16998.0,1097.0,6881.0,-2460.0,252.0,-1164.0,32767.0
1749632492.124127,35.645,-3449.6514211924577,-3445.133886651264,-3442.644072192201,-325.0521715792622,-3480.397932129852,-3450.3398169237157,-3460.729197201633,-3460.965989347218,2155,16524.0,14808.0,13064.0,-6680.0,8668.0,-21268.0,-3504.0,820.0,-5132.0,-443.0,1619.0,6418.0,1105.0,4632.0,-4283.0,162.0,-129.0,11386.0
1749632492.173111,35.694,-3452.5703589702084,-3449.168345233005,-3446.7324834147075,-329.6346491139709,-3479.1949880653606,-3448.0418340762653,-3460.5283734832256,-3454.414739986031,2152,16420.0,14748.0,11816.0,-6748.0,8812.0,-19996.0,-3516.0,1108.0,-6180.0,-458.0,1247.0,8600.0,1049.0,3419.0,-2060.0,274.0,9.0,6042.0
1749632492.22477,35.745,-3449.25426980904,-3460.8595827501513,-3442.625088855635,-325.69510721505964,-3480.3429803661083,-3450.900324913898,-3460.294578706572,-3460.756673083505,2156,16464.0,14556.0,12504.0,-6696.0,9296.0,-20684.0,-3564.0,80.0,-6760.0,-457.0,1281.0,2356.0,1081.0,-435.0,2116.0,291.0,1497.0,-6922.0
1749632492.274335,35.795,-3451.2535148863217,-3468.1336975853083,-3446.5841136526005,-328.52412392486616,-3480.5378093466534,-3447.175094893586,-3460.2086541305366,-3453.3811472661673,2153,16500.0,15208.0,14512.0,-6732.0,7872.0,-21312.0,-3396.0,1740.0,-4672.0,-477.0,1345.0,2089.0,1066.0,1820.0,2730.0,187.0,-57.0,-17046.0
1749632492.324665,35.845,-3449.3886518494664,-3448.417004754186,-3442.516684012614,-326.9959653313119,-3479.7240236817624,-3451.3284491096083,-3460.2720984395855,-3461.5604675186237,2148,16336.0,14528.0,12332.0,-6760.0,8328.0,-17248.0,-3416.0,188.0,-4928.0,-501.0,1037.0,-5178.0,1053.0,3884.0,572.0,117.0,-504.0,-27435.0
1749632492.374047,35.895,-3451.041700815165,-3455.2649936395874,-3444.3001185268304,-334.3065481551347,-3472.043765356393,-3451.9733829913594,-3462.012570665785,-3461.448066183694,2149,16348.0,15772.0,12112.0,-6600.0,9588.0,-14676.0,-3632.0,1220.0,-5948.0,-473.0,120.0,1793.0,1087.0,2628.0,5956.0,247.0,-1334.0,-7469.0
1749632492.424269,35.945,-3449.395645710307,-3461.3361644102533,-3442.3378409997035,-327.17630702868786,-3479.1864955200545,-3451.618194772982,-3460.209653253514,-3461.6408969182844,2153,16512.0,15980.0,14400.0,-6732.0,8940.0,-14804.0,-3384.0,1408.0,-4884.0,-469.0,1763.0,2670.0,1098.0,-7485.0,16885.0,250.0,5131.0,1219.0
1749632492.4735081,35.994,-3450.870351224584,-3466.755906999815,-3446.6705377901244,-328.3792510931791,-3481.9870372250125,-3446.5851127755773,-3460.0607839299187,-3452.947527894083,2146,16408.0,14644.0,15252.0,-6756.0,8028.0,-15932.0,-3300.0,-856.0,-2828.0,-487.0,1213.0,1037.0,1067.0,3324.0,4348.0,184.0,47.0,5118.0
1749632492.5247512,36.045,-3449.4061365015673,-3450.7939183168314,-3442.3063686259234,-328.5890669183811,-3478.4276616189077,-3452.1876948699587,-3460.236130012409,-3461.9091614376503,2157,16480.0,14912.0,14484.0,-6880.0,8616.0,-32768.0,-3264.0,-84.0,-108.0,-489.0,942.0,-18379.0,1103.0,4026.0,32767.0,57.0,-735.0,-4287.0
1749632492.5740428,36.095,-3450.961271415504,-3446.8453843111256,-3446.8488812415458,-328.7144568520137,-3482.834793071126,-3446.707505340279,-3460.194666408857,-3453.7263442547733,2152,16440.0,15708.0,13968.0,-6468.0,9492.0,-16264.0,-3564.0,-1296.0,-2104.0,-456.0,549.0,1895.0,1078.0,5998.0,838.0,348.0,-2122.0,338.0
1749632492.6235368,36.144,-3449.6858909351695,-3462.679984814523,-3442.091057624347,-328.5271212937977,-3477.655339557569,-3452.3615422679836,-3460.2666032632114,-3461.7508004457713,2160,16440.0,14840.0,14644.0,-7492.0,9548.0,-16300.0,-3120.0,2088.0,-1492.0,-493.0,1375.0,2590.0,1097.0,4040.0,427.0,133.0,-247.0,433.0
1749632492.673899,36.194,-3450.96277009997,-3475.6625887796386,-3445.016989262937,-333.7979945597642,-3473.0958418513346,-3450.724479269919,-3461.951624164179,-3458.872327148596,2149,16480.0,15300.0,15216.0,-6944.0,9164.0,-17364.0,-3184.0,304.0,-976.0,-495.0,1209.0,1681.0,1063.0,2441.0,141.0,221.0,529.0,-729.0
1749632492.724364,36.245,-3449.617451011234,-3452.243645756679,-3441.996640503006,-329.494272335681,-3477.257688612662,-3452.820639275985,-3460.0852624428585,-3462.8843054633508,2153,16444.0,14708.0,14528.0,-6720.0,8532.0,-17132.0,-3420.0,56.0,-2056.0,-468.0,1185.0,1755.0,1104.0,3072.0,390.0,296.0,158.0,-370.0
1749632492.773961,36.295,-3451.302471912202,-3453.5554942256804,-3445.2253064036736,-333.72355989796637,-3474.0195310437116,-3450.7614468200736,-3461.6244113891617,-3459.6636325465,2153,16400.0,14840.0,14464.0,-6784.0,8704.0,-17160.0,-3384.0,36.0,-1992.0,-483.0,1180.0,1762.0,1097.0,3372.0,491.0,183.0,-23.0,-181.0
1749632492.8247008,36.345,-3449.7753124416245,-3463.3573901930317,-3441.8382795111274,-329.15057403154066,-3476.6077591160247,-3453.2947231286435,-3459.682615883066,-3462.1569439359837,2157,16504.0,14804.0,14428.0,-6644.0,8616.0,-17200.0,-3488.0,252.0,-2000.0,-485.0,1206.0,1803.0,1100.0,3647.0,479.0,185.0,-208.0,-256.0
1749632492.873934,36.394,-3450.998738527148,-3474.837812762,-3445.2452888632165,-333.3294058834798,-3474.3507403106382,-3450.35929982177,-3461.41109863354,-3457.994098051679,2149,16520.0,14700.0,14484.0,-6600.0,8652.0,-17092.0,-3376.0,96.0,-1940.0,-470.0,1169.0,1806.0,1098.0,3591.0,469.0,214.0,-158.0,-252.0
1749632492.924311,36.445,-3449.9711405451467,-3453.757816628554,-3441.7538536195584,-330.34702379668045,-3476.1116945578688,-3453.8522337498944,-3459.5687158636706,-3463.2554796493623,2150,16472.0,14960.0,14512.0,-6732.0,8736.0,-17296.0,-3504.0,28.0,-1896.0,-499.0,1178.0,1796.0,1101.0,3584.0,478.0,209.0,-134.0,-243.0
1749632492.9739509,36.495,-3451.326950425142,-3452.516406329442,-3445.5335358421253,-333.1495637475924,-3475.4103102279078,-3450.3138397263097,-3461.2537367646382,-3459.0711526210494,2146,16592.0,14836.0,14524.0,-6620.0,8684.0,-17244.0,-3496.0,320.0,-2080.0,-473.0,1167.0,1822.0,1089.0,3563.0,471.0,220.0,-144.0,-227.0
1749632493.024151,36.545,-3449.9416664173204,-3464.1686780504797,-3441.6574382522626,-330.01831233719736,-3475.333877320156,-3453.9276675346696,-3459.419846540075,-3462.797881325827,2155,16452.0,14880.0,14440.0,-6760.0,8644.0,-17216.0,-3496.0,96.0,-2028.0,-462.0,1176.0,1823.0,1097.0,3557.0,459.0,191.0,-179.0,-247.0
1749632493.073667,36.594,-3451.2675026080015,-3473.657848525983,-3445.8647451090505,-332.2403618383839,-3475.6805729932275,-3449.6529198769235,-3461.2812126465096,-3457.0234500793754,2151,16508.0,14976.0,14552.0,-6716.0,8656.0,-17320.0,-3500.0,188.0,-2064.0,-491.0,1198.0,1810.0,1107.0,3609.0,456.0,203.0,-158.0,-245.0
1749632493.124745,36.645,-3450.0865392490073,-3455.19055897779,-3441.6489457069574,-331.3951037997131,-3474.8128346875706,-3454.5651079940926,-3459.4837904106125,-3463.7935073725594,2148,16504.0,14784.0,14368.0,-6680.0,8716.0,-17216.0,-3504.0,152.0,-2028.0,-464.0,1194.0,1834.0,1078.0,3559.0,451.0,207.0,-130.0,-245.0
1749632493.173391,36.694,-3451.4633307115237,-3451.8040316467323,-3445.983640743332,-332.7384246424943,-3476.7851034444693,-3449.5634983704686,-3461.308688528381,-3457.7433181844135,2147,16468.0,14892.0,14500.0,-6664.0,8796.0,-17284.0,-3584.0,152.0,-2148.0,-485.0,1166.0,1799.0,1097.0,3566.0,446.0,204.0,-129.0,-248.0
1749632493.224688,36.745,-3449.626443118029,-3459.036682878337,-3443.77058334894,-325.73507213414575,-3483.756484017549,-3449.4066360630554,-3461.03542839413,-3458.822370999738,2152,16536.0,14824.0,14448.0,-6652.0,8632.0,-17136.0,-3484.0,160.0,-2048.0,-469.0,1175.0,1813.0,1086.0,3583.0,482.0,218.0,-150.0,-247.0
1749632493.2742422,36.795,-3451.5312710739695,-3472.858050582772,-3446.2229306963604,-331.61341217022084,-3476.9489596127223,-3449.056443459564,-3461.261729748455,-3455.725089770566,2153,16472.0,14932.0,14508.0,-6648.0,8724.0,-17268.0,-3428.0,196.0,-2008.0,-477.0,1183.0,1822.0,1098.0,3597.0,491.0,207.0,-135.0,-254.0
1749632493.324091,36.845,-3450.449720451202,-3456.854598296237,-3441.7298746681063,-332.4341916959514,-3473.662844140869,-3455.279980484245,-3458.9822306760825,-3464.266092540752,2157,16364.0,14900.0,14428.0,-6668.0,8668.0,-17232.0,-3548.0,-24.0,-1924.0,-469.0,1175.0,1831.0,1121.0,3545.0,469.0,188.0,-125.0,-251.0
1749632493.3745978,36.895,-3451.8429974428414,-3451.263006554604,-3446.4557263500365,-332.17392016040327,-3478.0340071659093,-3448.9440421246336,-3460.8665766109916,-3456.75868249043,2151,16392.0,14664.0,14308.0,-6776.0,8692.0,-17160.0,-3340.0,248.0,-1988.0,-474.0,1184.0,1796.0,1093.0,3632.0,446.0,210.0,-118.0,-249.0
1749632493.423991,36.945,-3450.6050840741495,-3466.5390973137737,-3441.677420711806,-332.6759794564222,-3473.2467094208846,-3455.252504602373,-3459.1126162246005,-3463.6241560279313,2150,16588.0,14864.0,14472.0,-6680.0,8660.0,-17216.0,-3428.0,104.0,-2148.0,-472.0,1172.0,1804.0,1082.0,3733.0,440.0,183.0,-224.0,-255.0
1749632493.474606,36.995,-3451.7820509412345,-3471.689576260993,-3446.5676281234773,-331.430572665402,-3478.3747081011184,-3448.22966919597,-3460.5953147226946,-3454.851356727047,2146,16492.0,14756.0,14508.0,-6744.0,8668.0,-17260.0,-3584.0,140.0,-1964.0,-475.0,1180.0,1841.0,1089.0,3587.0,468.0,206.0,-163.0,-261.0
1749632493.5244942,37.045,-3449.5350233656195,-3446.402273270759,-3443.333966607924,-327.49752506584224,-3481.854153869051,-3450.646547677701,-3460.838101606143,-3460.442948468679,2152,16484.0,14816.0,14540.0,-6764.0,8676.0,-17236.0,-3492.0,132.0,-2068.0,-490.0,1181.0,1864.0,1089.0,3656.0,474.0,196.0,-174.0,-215.0
1749632493.573586,37.094,-3451.961893077122,-3450.2498958557717,-3446.6675404211924,-331.5559625990346,-3479.635101736796,-3448.2496516555134,-3460.8291094993483,-3455.805519170227,2153,16504.0,14936.0,14528.0,-6668.0,8760.0,-17268.0,-3404.0,140.0,-2004.0,-466.0,1166.0,1820.0,1092.0,3540.0,482.0,203.0,-128.0,-239.0
1749632493.6238441,37.144,-3449.4925606390902,-3460.4894076871165,-3443.0602069121846,-327.32217898335205,-3481.12129716531,-3450.7329718152255,-3460.715709041441,-3460.4574357518472,2157,16420.0,14888.0,14404.0,-6632.0,8608.0,-17216.0,-3512.0,292.0,-1972.0,-467.0,1171.0,1806.0,1113.0,3523.0,461.0,206.0,-117.0,-256.0
1749632493.673857,37.194,-3451.7006224185966,-3469.4980000106093,-3446.8448847496375,-330.8600734454481,-3479.858905283678,-3447.6217028643728,-3460.533369098111,-3454.058053083188,2147,16444.0,14776.0,14472.0,-6756.0,8576.0,-17148.0,-3524.0,132.0,-1960.0,-484.0,1175.0,1815.0,1075.0,3556.0,456.0,204.0,-137.0,-250.0
1749632493.7245739,37.245,-3449.437109313859,-3446.9917558272787,-3442.8059301144995,-328.3752546012705,-3480.4868540748184,-3451.303970596668,-3460.5908186692973,-3461.0609060300476,2152,16364.0,14964.0,14556.0,-6728.0,8600.0,-17200.0,-3416.0,152.0,-2044.0,-469.0,1174.0,1829.0,1092.0,3612.0,491.0,221.0,-126.0,-246.0
1749632493.774121,37.295,-3451.9159334201736,-3449.053446090632,-3446.9043325667776,-330.9499945133918,-3480.8635234372045,-3447.8799761539667,-3460.4419493457017,-3455.3943800651286,2154,16348.0,14752.0,14428.0,-6676.0,8660.0,-17276.0,-3516.0,56.0,-2016.0,-481.0,1173.0,1815.0,1120.0,3572.0,478.0,210.0,-160.0,-235.0
1749632493.8247318,37.345,-3449.8162764836875,-3461.01794374203,-3442.7689625643447,-327.9825992712497,-3479.7450052642826,-3451.428860968812,-3460.8211165155312,-3461.2377507970036,2151,16480.0,14816.0,14484.0,-6672.0,8744.0,-17268.0,-3432.0,180.0,-1932.0,-496.0,1211.0,1803.0,1072.0,3670.0,450.0,198.0,-144.0,-242.0
1749632493.8740191,37.395,-3452.3635405139376,-3461.686357013745,-3447.3619308903135,-331.0454107577098,-3481.10031558279,-3447.775068241366,-3460.349030908827,-3454.0665456284933,2152,16356.0,14828.0,14420.0,-6644.0,8700.0,-17172.0,-3484.0,124.0,-1976.0,-492.0,1196.0,1831.0,1104.0,3597.0,463.0,216.0,-158.0,-243.0
1749632493.924732,37.445,-3449.916188781403,-3451.841998319864,-3442.6465699996434,-328.7938871286973,-3479.310386769222,-3451.58372503027,-3460.751677468619,-3461.4145955639597,2155,16452.0,14828.0,14456.0,-6752.0,8748.0,-17248.0,-3536.0,212.0,-2124.0,-459.0,1211.0,1813.0,1094.0,3625.0,457.0,208.0,-123.0,-236.0
1749632493.974229,37.495,-3452.3140839265684,-3447.733105076325,-3447.192579545686,-330.83209800208783,-3481.609868301138,-3447.453350642723,-3460.625787973498,-3454.577097469818,2153,16492.0,14872.0,14496.0,-6732.0,8676.0,-17228.0,-3592.0,232.0,-1924.0,-465.0,1167.0,1815.0,1088.0,3562.0,475.0,210.0,-128.0,-233.0
1749632494.023937,37.544,-3450.094532232825,-3461.691852190119,-3442.4392519818844,-328.66749807208754,-3478.66195595705,-3451.9703856224282,-3460.412974779364,-3461.8257346690575,2153,16480.0,14852.0,14416.0,-6628.0,8680.0,-17188.0,-3388.0,172.0,-1904.0,-494.0,1192.0,1809.0,1109.0,3617.0,475.0,207.0,-135.0,-243.0
1749632494.073486,37.594,-3452.472444918447,-3459.256489933311,-3447.407390985774,-330.2161386866735,-3482.062970571276,-3447.391904579628,-3460.4264629395557,-3453.309210411812,2156,16464.0,14732.0,14544.0,-6656.0,8712.0,-17220.0,-3376.0,124.0,-2052.0,-447.0,1163.0,1830.0,1105.0,3554.0,470.0,195.0,-150.0,-230.0
1749632494.12418,37.645,-3450.198940583937,-3453.3931367418927,-3442.344834860544,-329.80699782752964,-3478.06897647011,-3452.3125852421026,-3460.543360327883,-3462.0625268146423,2149,16508.0,14764.0,14388.0,-6676.0,8640.0,-17204.0,-3496.0,252.0,-1888.0,-486.0,1191.0,1797.0,1071.0,3608.0,458.0,212.0,-129.0,-223.0
1749632494.173333,37.694,-3453.4550823664767,-3456.159708265627,-3445.4576024958615,-336.00355853182776,-3473.108330888549,-3451.2819898911703,-3462.9607383711023,-3459.1880500093757,2152,16560.0,14844.0,14516.0,-6672.0,8752.0,-17180.0,-3416.0,40.0,-1932.0,-489.0,1194.0,1827.0,1077.0,3599.0,473.0,204.0,-148.0,-229.0
1749632494.223231,37.744,-3450.3058467424926,-3463.0486611930924,-3442.2803914285173,-329.8814324893275,-3477.5888978795883,-3452.6193159960885,-3460.280590984892,-3462.3222987887025,2154,16500.0,14896.0,14500.0,-6688.0,8656.0,-17196.0,-3656.0,56.0,-2064.0,-466.0,1185.0,1786.0,1084.0,3541.0,470.0,202.0,-133.0,-240.0
1749632494.27298,37.794,-3451.9414110560906,-3458.682493782937,-3447.408390108751,-329.6531328890482,-3483.3243633299307,-3446.9278119567407,-3460.6272866579634,-3452.9235489426314,2155,16408.0,14808.0,14572.0,-6640.0,8660.0,-17136.0,-3496.0,44.0,-2104.0,-460.0,1191.0,1798.0,1089.0,3571.0,467.0,187.0,-134.0,-264.0
1749632494.32429,37.845,-3450.444225274828,-3455.7795419728213,-3442.1664914091216,-331.08038006191015,-3476.67270210954,-3453.121874853596,-3460.4434480301675,-3462.416216348555,2151,16488.0,14852.0,14456.0,-6692.0,8700.0,-17244.0,-3428.0,96.0,-1992.0,-492.0,1173.0,1803.0,1094.0,3591.0,494.0,215.0,-150.0,-235.0
1749632494.3737621,37.894,-3453.4690700881565,-3455.1585870425206,-3445.8557530022563,-335.6598602276874,-3474.224351254028,-3451.057187221311,-3462.4287053857693,-3458.703974926945,2150,16512.0,14936.0,14448.0,-6768.0,8672.0,-17276.0,-3472.0,20.0,-1972.0,-479.0,1163.0,1829.0,1097.0,3522.0,466.0,210.0,-152.0,-241.0
1749632494.423095,37.944,-3454.1839425783087,-3471.6056499309125,-3443.3329674849474,-337.50274255904463,-3471.4133187578104,-3455.6946165197633,-3459.020696910703,-3464.4424377462196,2149,16476.0,14848.0,14528.0,-6732.0,8668.0,-17224.0,-3484.0,100.0,-2040.0,-469.0,1178.0,1830.0,1096.0,3598.0,464.0,213.0,-151.0,-260.0
1749632494.47382,37.994,-3453.923171481272,-3462.343779932711,-3446.3693022125126,-336.1299475884375,-3475.03064349659,-3450.960771854016,-3461.602930245153,-3457.605938775055,2154,16380.0,14904.0,14348.0,-6720.0,8636.0,-17300.0,-3336.0,292.0,-1960.0,-486.0,1169.0,1817.0,1055.0,3552.0,472.0,207.0,-140.0,-235.0
