fold,val_accuracy,auc,f1,inference_time,training_time
1,0.8847118020057678,0.9428018668224445,0.8303850156087409,0.017821956099125378,3615.2453198432922
Avg,0.8847118020057678,0.9428018668224445,0.8303850156087409,0.017821956099125378,3615.2453198432922
