fold,val_accuracy,auc,f1,inference_time,training_time
1,0.9285714030265808,0.9106506868675448,0.86084142394822,0.0015453658904646872,320.18317914009094
Avg,0.9285714030265808,0.9106506868675448,0.86084142394822,0.0015453658904646872,320.18317914009094
