fold,val_accuracy,auc,f1,inference_time,training_time
1,0.6491228070175439,0.9403709775692364,0.7388888888888889,0.0015739432552404572,9.889985084533691
Avg,0.6491228070175439,0.9403709775692364,0.7388888888888889,0.0015739432552404572,9.889985084533691
