fold,val_accuracy,auc,f1,inference_time,training_time
1,0.969924807548523,0.9416963461284791,0.9037372593431483,0.000712268334582336,142.04510807991028
Avg,0.969924807548523,0.9416963461284791,0.9037372593431483,0.000712268334582336,142.04510807991028
